policy_no;class;start_date;end_date;premium;premium_re
18176;308;2020-02-09;2021-02-09;43134;6201
18177;308;2020-08-22;2021-08-23;48096;0
18178;305;2020-02-23;2021-02-23;46060;0
18179;307;2020-11-13;2021-11-14;37279;0
18180;301;2020-10-05;2021-10-06;30218;0
18181;101;2020-09-29;2021-09-30;17745;0
18182;102;2020-03-02;2021-03-03;39138;0
18183;307;2020-05-29;2021-05-30;23462;0
18184;102;2020-09-03;2021-09-04;23014;3542
18185;102;2020-05-17;2021-05-18;32267;0
18186;306;2020-10-24;2021-10-25;13738;3674
18187;305;2020-11-18;2021-11-19;28847;22183
18188;101;2020-03-20;2021-03-21;15656;658
18189;307;2020-10-22;2021-10-23;48209;0
18190;101;2020-01-22;2021-01-22;18786;0
18191;301;2020-11-09;2021-11-10;31358;0
18192;306;2020-05-04;2021-05-05;35331;0
18193;308;2020-03-20;2021-03-21;31943;0
18194;306;2020-10-06;2021-10-07;15961;0
18195;101;2020-07-17;2021-07-18;45945;20146
18196;307;2020-07-13;2021-07-14;31150;0
18197;307;2020-05-19;2021-05-20;13640;0
18198;305;2020-02-29;2021-03-01;10898;0
18199;102;2020-01-10;2021-01-10;33069;6644
18200;301;2020-11-25;2021-11-26;11758;2949
18201;301;2020-02-23;2021-02-23;15053;0
18202;308;2020-05-15;2021-05-16;43252;0
18203;102;2020-01-19;2021-01-19;20689;0
18204;308;2020-10-14;2021-10-15;29064;15687
18205;301;2020-11-23;2021-11-24;36177;0
18206;305;2020-06-11;2021-06-12;39696;4607
18207;305;2020-03-02;2021-03-03;46368;0
18208;308;2020-04-21;2021-04-22;26088;0
18209;101;2020-06-17;2021-06-18;19925;0
18210;307;2020-06-12;2021-06-13;43868;29058
18211;307;2020-05-14;2021-05-15;42542;0
18212;301;2020-03-03;2021-03-04;14002;6076
18213;301;2020-09-17;2021-09-18;34722;0
18214;307;2020-09-27;2021-09-28;28389;19284
18215;101;2020-11-29;2021-11-30;23018;10032
18216;307;2020-03-30;2021-03-31;25757;0
18217;301;2020-03-07;2021-03-08;20820;0
18218;301;2020-10-05;2021-10-06;45514;0
18219;102;2020-01-23;2021-01-23;35523;0
18220;306;2020-12-24;2021-12-25;23648;0
18221;306;2020-12-27;2021-12-28;41218;0
18222;306;2020-08-06;2021-08-07;41770;0
18223;305;2020-05-18;2021-05-19;15074;0
18224;101;2020-10-31;2021-11-01;49095;0
18225;307;2020-09-09;2021-09-10;29809;0
18226;102;2020-11-20;2021-11-21;44903;0
18227;308;2020-09-26;2021-09-27;12423;0
18228;306;2020-07-17;2021-07-18;34933;0
18229;305;2020-02-29;2021-03-01;39701;0
18230;305;2020-08-29;2021-08-30;24675;0
18231;307;2020-04-01;2021-04-02;33494;0
18232;301;2020-07-06;2021-07-07;10562;0
18233;306;2020-04-13;2021-04-14;40843;0
18234;102;2020-02-13;2021-02-13;31850;0
18235;301;2020-10-27;2021-10-28;47462;0
18236;306;2020-05-01;2021-05-02;22489;0
18237;306;2020-10-03;2021-10-04;15144;7612
18238;305;2020-09-18;2021-09-19;25766;0
18239;102;2020-10-12;2021-10-13;27374;0
18240;308;2020-07-14;2021-07-15;27710;0
18241;102;2020-07-09;2021-07-10;39199;0
18242;305;2020-08-26;2021-08-27;49459;0
18243;301;2020-01-27;2021-01-27;17486;0
18244;101;2020-02-23;2021-02-23;47423;0
18245;102;2020-12-13;2021-12-14;28111;25879
18246;102;2020-06-25;2021-06-26;18947;0
18247;307;2020-05-09;2021-05-10;23874;0
18248;308;2020-04-10;2021-04-11;38179;8761
18249;306;2020-09-07;2021-09-08;32048;0
18250;102;2020-05-24;2021-05-25;38162;0
18251;306;2020-03-02;2021-03-03;20292;0
18252;307;2020-12-31;2022-01-01;49993;0
18253;307;2020-04-27;2021-04-28;21672;7418
18254;305;2020-06-15;2021-06-16;45114;34623
18255;308;2020-09-10;2021-09-11;45371;32662
18256;305;2020-10-11;2021-10-12;41810;0
18257;306;2020-02-11;2021-02-11;45484;0
18258;308;2020-09-21;2021-09-22;16477;0
18259;305;2020-02-23;2021-02-23;42412;0
18260;102;2020-09-14;2021-09-15;29760;22
18261;102;2020-06-08;2021-06-09;28534;0
18262;308;2020-08-10;2021-08-11;15341;0
18263;306;2020-12-31;2022-01-01;28899;0
18264;308;2020-12-31;2022-01-01;39922;22227
18265;301;2020-09-01;2021-09-02;13132;0
18266;308;2020-01-21;2021-01-21;11642;1052
18267;305;2020-08-05;2021-08-06;36884;0
18268;301;2020-05-20;2021-05-21;24690;0
18269;305;2020-10-29;2021-10-30;48565;0
18270;301;2020-03-07;2021-03-08;18901;0
18271;101;2020-01-23;2021-01-23;30901;0
18272;306;2020-09-13;2021-09-14;24789;0
18273;301;2020-08-13;2021-08-14;16771;2897
18274;308;2020-08-15;2021-08-16;16924;0
18275;101;2020-03-10;2021-03-11;20997;0
18276;101;2020-12-10;2021-12-11;40190;6183
18277;101;2020-07-26;2021-07-27;10909;0
18278;306;2020-09-25;2021-09-26;37328;0
18279;307;2020-05-05;2021-05-06;35244;0
18280;308;2020-12-14;2021-12-15;44246;0
18281;101;2020-05-13;2021-05-14;44539;0
18282;307;2020-12-24;2021-12-25;41868;0
18283;301;2020-11-24;2021-11-25;17830;0
18284;308;2020-01-05;2021-01-05;27826;17897
18285;307;2020-09-18;2021-09-19;11703;1907
18286;101;2020-01-09;2021-01-09;14504;0
18287;305;2020-06-14;2021-06-15;32342;0
18288;305;2020-11-23;2021-11-24;31086;0
18289;101;2020-12-29;2021-12-30;34037;0
18290;306;2020-05-15;2021-05-16;23048;0
18291;308;2020-04-08;2021-04-09;37208;0
18292;308;2020-10-04;2021-10-05;29089;27302
18293;307;2020-08-29;2021-08-30;46982;0
18294;308;2020-07-17;2021-07-18;44116;0
18295;307;2020-08-15;2021-08-16;18645;0
18296;102;2020-04-08;2021-04-09;43518;0
18297;307;2020-03-27;2021-03-28;31294;0
18298;101;2020-10-31;2021-11-01;13688;0
18299;305;2020-12-11;2021-12-12;36739;0
18300;102;2020-12-18;2021-12-19;42320;16376
18301;305;2020-06-13;2021-06-14;39502;0
18302;308;2020-05-01;2021-05-02;14940;0
18303;308;2020-10-22;2021-10-23;25550;0
18304;305;2020-04-16;2021-04-17;21372;0
18305;102;2020-02-25;2021-02-25;15651;0
18306;102;2020-07-16;2021-07-17;42471;0
18307;101;2020-03-13;2021-03-14;44949;0
18308;308;2020-03-20;2021-03-21;14446;0
18309;101;2020-05-30;2021-05-31;44571;0
18310;306;2020-08-27;2021-08-28;45020;0
18311;305;2020-11-29;2021-11-30;16604;0
18312;101;2020-03-02;2021-03-03;18506;0
18313;307;2020-06-18;2021-06-19;44046;0
18314;102;2020-03-30;2021-03-31;49491;0
18315;301;2020-06-12;2021-06-13;34974;0
18316;101;2020-11-01;2021-11-02;15657;2195
18317;305;2020-05-10;2021-05-11;13062;12149
18318;305;2020-10-24;2021-10-25;27943;0
18319;307;2020-01-30;2021-01-30;34061;26407
18320;306;2020-07-20;2021-07-21;29977;0
18321;305;2020-10-06;2021-10-07;10378;0
18322;305;2020-03-02;2021-03-03;42501;0
18323;101;2020-05-02;2021-05-03;34367;22206
18324;308;2020-06-07;2021-06-08;10342;0
18325;305;2020-10-13;2021-10-14;17565;0
18326;305;2020-02-22;2021-02-22;36688;0
18327;102;2020-01-30;2021-01-30;47927;0
18328;101;2020-03-23;2021-03-24;26786;0
18329;301;2020-10-17;2021-10-18;30087;7189
18330;308;2020-06-02;2021-06-03;31277;0
18331;102;2020-08-13;2021-08-14;14909;0
18332;305;2020-06-01;2021-06-02;14137;0
18333;301;2020-09-29;2021-09-30;20937;0
18334;301;2020-11-30;2021-12-01;42409;0
18335;305;2020-04-17;2021-04-18;38534;0
18336;101;2020-09-02;2021-09-03;49159;0
18337;306;2020-07-30;2021-07-31;46423;0
18338;308;2020-12-28;2021-12-29;19056;0
18339;101;2020-02-06;2021-02-06;36772;0
18340;101;2020-07-03;2021-07-04;40196;0
18341;305;2020-06-22;2021-06-23;31064;0
18342;102;2020-06-10;2021-06-11;18721;0
18343;102;2020-11-06;2021-11-07;43127;0
18344;102;2020-04-09;2021-04-10;32847;0
18345;301;2020-03-22;2021-03-23;22609;11203
18346;306;2020-06-09;2021-06-10;27942;0
18347;301;2020-04-12;2021-04-13;36348;28949
18348;306;2020-04-05;2021-04-06;29765;0
18349;305;2020-07-16;2021-07-17;31237;0
18350;308;2020-01-24;2021-01-24;29037;13818
18351;307;2020-04-14;2021-04-15;19542;0
18352;307;2020-03-25;2021-03-26;29876;0
18353;305;2020-05-25;2021-05-26;25769;0
18354;307;2020-11-20;2021-11-21;36612;0
18355;101;2020-09-12;2021-09-13;20234;17576
18356;306;2020-10-29;2021-10-30;31816;5970
18357;307;2020-06-13;2021-06-14;22725;0
18358;301;2020-05-06;2021-05-07;37398;0
18359;301;2020-05-14;2021-05-15;43772;0
18360;301;2020-12-09;2021-12-10;14970;0
18361;101;2020-04-22;2021-04-23;11045;4611
18362;308;2020-07-23;2021-07-24;23955;0
18363;301;2020-11-28;2021-11-29;47585;0
18364;305;2020-09-19;2021-09-20;41788;9079
18365;101;2020-08-13;2021-08-14;14370;0
18366;307;2020-07-30;2021-07-31;19092;0
18367;301;2020-08-22;2021-08-23;33896;28766
18368;305;2020-11-11;2021-11-12;36989;0
18369;301;2020-09-22;2021-09-23;21777;1950
18370;306;2020-03-06;2021-03-07;15610;0
18371;308;2020-02-19;2021-02-19;48054;0
18372;306;2020-10-10;2021-10-11;49426;0
18373;102;2020-10-11;2021-10-12;11441;0
18374;101;2020-12-24;2021-12-25;23926;0
18375;101;2020-12-11;2021-12-12;16799;0
18376;102;2020-06-24;2021-06-25;42257;0
18377;102;2020-11-26;2021-11-27;40438;0
18378;308;2020-03-04;2021-03-05;16159;0
18379;308;2020-12-30;2021-12-31;49212;0
18380;308;2020-11-21;2021-11-22;24148;0
18381;306;2020-12-11;2021-12-12;30412;0
18382;305;2020-02-28;2021-02-28;45025;0
18383;301;2020-06-25;2021-06-26;19468;0
18384;307;2020-02-29;2021-03-01;24509;0
18385;102;2020-12-27;2021-12-28;48524;0
18386;305;2020-08-11;2021-08-12;29827;0
18387;301;2020-01-05;2021-01-05;16986;0
18388;306;2020-04-01;2021-04-02;39061;0
18389;102;2020-07-16;2021-07-17;32347;7019
18390;101;2020-05-21;2021-05-22;29634;0
18391;307;2020-09-16;2021-09-17;18514;0
18392;301;2020-06-03;2021-06-04;35633;0
18393;305;2020-04-07;2021-04-08;17378;0
18394;102;2020-07-26;2021-07-27;37573;0
18395;305;2020-10-01;2021-10-02;29880;0
18396;308;2020-05-23;2021-05-24;41077;0
18397;301;2020-02-17;2021-02-17;23505;22789
18398;301;2020-03-05;2021-03-06;39491;0
18399;305;2020-12-18;2021-12-19;44368;0
18400;306;2020-04-17;2021-04-18;43816;0
18401;305;2020-05-04;2021-05-05;30058;0
18402;101;2020-02-05;2021-02-05;48053;36781
18403;305;2020-10-04;2021-10-05;45023;0
18404;102;2020-10-27;2021-10-28;17087;0
18405;101;2020-04-10;2021-04-11;33733;0
18406;306;2020-12-20;2021-12-21;31160;0
18407;307;2020-10-22;2021-10-23;21008;0
18408;308;2020-11-11;2021-11-12;26421;4103
18409;307;2020-08-11;2021-08-12;46849;41779
18410;308;2020-05-01;2021-05-02;40872;0
18411;101;2020-12-29;2021-12-30;19914;0
18412;102;2020-10-17;2021-10-18;22091;0
18413;102;2020-05-08;2021-05-09;37670;0
18414;305;2020-11-10;2021-11-11;35323;0
18415;101;2020-10-16;2021-10-17;37247;0
18416;101;2020-04-29;2021-04-30;23542;0
18417;102;2020-09-04;2021-09-05;27510;0
18418;301;2020-04-12;2021-04-13;40966;3469
18419;301;2020-06-19;2021-06-20;33312;0
18420;101;2020-08-30;2021-08-31;15883;0
18421;306;2020-03-18;2021-03-19;47351;0
18422;305;2020-09-03;2021-09-04;41347;9456
18423;301;2020-07-19;2021-07-20;29408;0
18424;307;2020-12-08;2021-12-09;47041;0
18425;308;2020-04-06;2021-04-07;23229;0
18426;301;2020-03-19;2021-03-20;15660;0
18427;307;2020-12-14;2021-12-15;37544;0
18428;102;2020-05-14;2021-05-15;41757;0
18429;307;2020-09-13;2021-09-14;39463;0
18430;101;2020-11-01;2021-11-02;26067;0
18431;308;2020-01-16;2021-01-16;18724;0
18432;101;2020-04-19;2021-04-20;39549;15532
18433;306;2020-04-10;2021-04-11;40995;0
18434;305;2020-10-24;2021-10-25;18149;0
18435;305;2020-06-14;2021-06-15;11200;0
18436;308;2020-01-07;2021-01-07;14654;7117
18437;301;2020-10-25;2021-10-26;48311;0
18438;101;2020-02-25;2021-02-25;21459;6132
18439;101;2020-09-20;2021-09-21;30749;27171
18440;301;2020-07-01;2021-07-02;30111;0
18441;307;2020-10-05;2021-10-06;22661;0
18442;305;2020-03-05;2021-03-06;42564;0
18443;308;2020-09-26;2021-09-27;19647;12338
18444;307;2020-02-20;2021-02-20;32380;18554
18445;308;2020-12-04;2021-12-05;40319;0
18446;306;2020-02-19;2021-02-19;43568;0
18447;307;2020-03-29;2021-03-30;39072;0
18448;101;2020-05-03;2021-05-04;45308;0
18449;307;2020-08-16;2021-08-17;47553;0
18450;306;2020-07-31;2021-08-01;49840;0
18451;102;2020-01-11;2021-01-11;12225;0
18452;301;2020-02-09;2021-02-09;30706;6051
18453;308;2020-03-29;2021-03-30;16535;0
18454;102;2020-06-04;2021-06-05;47608;0
18455;101;2020-12-29;2021-12-30;27030;0
18456;305;2020-06-28;2021-06-29;24863;0
18457;308;2020-09-25;2021-09-26;18676;0
18458;306;2020-01-21;2021-01-21;36821;0
18459;102;2020-11-11;2021-11-12;16256;0
18460;101;2020-06-21;2021-06-22;48328;0
18461;308;2020-01-03;2021-01-03;43093;0
18462;102;2020-03-29;2021-03-30;11541;0
18463;307;2020-07-02;2021-07-03;32934;21395
18464;305;2020-12-24;2021-12-25;11130;0
18465;101;2020-06-03;2021-06-04;34940;28313
18466;307;2020-01-24;2021-01-24;13723;0
18467;301;2020-07-20;2021-07-21;13434;0
18468;305;2020-09-27;2021-09-28;36019;0
18469;301;2020-03-30;2021-03-31;47194;0
18470;301;2020-01-06;2021-01-06;31403;0
18471;305;2020-03-12;2021-03-13;22323;0
18472;308;2020-06-26;2021-06-27;49118;0
18473;305;2020-08-31;2021-09-01;26920;20966
18474;308;2020-04-30;2021-05-01;45098;0
18475;307;2020-05-15;2021-05-16;12678;0
18476;308;2020-01-19;2021-01-19;29885;28222
18477;307;2020-02-02;2021-02-02;19671;0
18478;306;2020-04-05;2021-04-06;47185;0
18479;102;2020-06-18;2021-06-19;35056;0
18480;306;2020-10-11;2021-10-12;33649;27735
18481;306;2020-02-09;2021-02-09;37090;0
18482;102;2020-05-07;2021-05-08;36823;0
18483;307;2020-08-26;2021-08-27;21446;0
18484;307;2020-02-17;2021-02-17;22281;0
18485;305;2020-10-21;2021-10-22;31721;1055
18486;306;2020-07-24;2021-07-25;28285;16399
18487;102;2020-02-17;2021-02-17;43259;0
18488;301;2020-04-12;2021-04-13;16917;0
18489;305;2020-12-06;2021-12-07;40422;0
18490;305;2020-08-29;2021-08-30;11362;0
18491;102;2020-08-06;2021-08-07;10741;4743
18492;306;2020-04-22;2021-04-23;41797;28285
18493;306;2020-03-26;2021-03-27;13969;0
18494;306;2020-08-16;2021-08-17;42690;0
18495;307;2020-12-16;2021-12-17;13046;0
18496;308;2020-08-30;2021-08-31;25366;0
18497;301;2020-09-02;2021-09-03;37166;0
18498;102;2020-07-19;2021-07-20;44317;1015
18499;308;2020-06-08;2021-06-09;27363;11368
18500;305;2020-08-15;2021-08-16;17452;0
18501;305;2020-07-29;2021-07-30;48161;0
18502;305;2020-10-17;2021-10-18;30318;0
18503;308;2020-07-17;2021-07-18;33622;0
18504;301;2020-08-19;2021-08-20;33619;0
18505;306;2020-10-29;2021-10-30;28872;0
18506;102;2020-03-04;2021-03-05;17801;0
18507;307;2020-01-02;2021-01-02;11082;0
18508;101;2020-12-12;2021-12-13;20040;0
18509;101;2020-01-09;2021-01-09;27676;0
18510;101;2020-12-08;2021-12-09;36445;0
18511;307;2020-09-17;2021-09-18;40653;0
18512;301;2020-01-05;2021-01-05;41563;0
18513;307;2020-04-11;2021-04-12;16820;0
18514;306;2020-12-04;2021-12-05;41136;34864
18515;102;2020-02-18;2021-02-18;17606;0
18516;301;2020-08-03;2021-08-04;43131;2153
18517;306;2020-09-17;2021-09-18;35194;0
18518;306;2020-07-11;2021-07-12;18106;0
18519;305;2020-10-30;2021-10-31;39718;0
18520;102;2020-07-26;2021-07-27;28001;0
18521;301;2020-08-19;2021-08-20;17522;0
18522;101;2020-07-12;2021-07-13;37902;0
18523;102;2020-11-24;2021-11-25;38966;0
18524;301;2020-09-16;2021-09-17;39996;0
18525;101;2020-05-27;2021-05-28;15511;0
18526;102;2020-11-25;2021-11-26;46078;0
18527;305;2020-01-15;2021-01-15;49266;0
18528;308;2020-07-07;2021-07-08;18259;14124
18529;307;2020-08-23;2021-08-24;48614;42262
18530;301;2020-04-06;2021-04-07;46693;0
18531;305;2020-03-17;2021-03-18;32553;0
18532;306;2020-09-08;2021-09-09;37492;0
18533;301;2020-01-17;2021-01-17;21331;0
18534;305;2020-06-30;2021-07-01;23472;0
18535;306;2020-12-22;2021-12-23;34794;0
18536;306;2020-02-21;2021-02-21;35113;0
18537;307;2020-11-22;2021-11-23;30226;0
18538;102;2020-07-20;2021-07-21;16461;0
18539;301;2020-02-02;2021-02-02;25008;0
18540;101;2020-12-03;2021-12-04;38913;731
18541;307;2020-01-03;2021-01-03;27908;0
18542;301;2020-09-25;2021-09-26;23833;0
18543;308;2020-01-12;2021-01-12;35333;0
18544;101;2020-04-12;2021-04-13;22676;0
18545;306;2020-09-04;2021-09-05;16584;0
18546;101;2020-01-01;2021-01-01;43294;0
18547;101;2020-07-30;2021-07-31;48835;0
18548;307;2020-01-21;2021-01-21;49262;0
18549;308;2020-08-30;2021-08-31;24232;16244
18550;101;2020-08-07;2021-08-08;30052;0
18551;305;2020-05-22;2021-05-23;31875;0
18552;301;2020-12-04;2021-12-05;21002;658
18553;308;2020-08-18;2021-08-19;34435;0
18554;301;2020-11-06;2021-11-07;26938;7441
18555;301;2020-02-29;2021-03-01;48568;1869
18556;306;2020-05-03;2021-05-04;23577;0
18557;307;2020-09-07;2021-09-08;48862;19471
18558;101;2020-04-05;2021-04-06;40642;0
18559;102;2020-10-24;2021-10-25;30239;0
18560;301;2020-11-24;2021-11-25;26942;0
18561;102;2020-05-13;2021-05-14;31384;0
18562;305;2020-06-15;2021-06-16;44690;15437
18563;101;2020-01-06;2021-01-06;25348;0
18564;101;2020-11-04;2021-11-05;34074;0
18565;308;2020-09-09;2021-09-10;24830;0
18566;308;2020-10-23;2021-10-24;15428;0
18567;308;2020-09-08;2021-09-09;14861;0
18568;101;2020-05-05;2021-05-06;23610;0
18569;306;2020-04-01;2021-04-02;25078;2326
18570;301;2020-08-04;2021-08-05;19437;17224
18571;306;2020-02-18;2021-02-18;13090;0
18572;308;2020-03-23;2021-03-24;37821;0
18573;308;2020-12-21;2021-12-22;47832;0
18574;306;2020-08-17;2021-08-18;13513;0
18575;101;2020-12-01;2021-12-02;36092;0
18576;308;2020-05-20;2021-05-21;15528;0
18577;308;2020-03-11;2021-03-12;26769;0
18578;102;2020-01-14;2021-01-14;13608;0
18579;308;2020-02-24;2021-02-24;29830;0
18580;101;2020-02-07;2021-02-07;23314;0
18581;306;2020-03-17;2021-03-18;23757;23060
18582;308;2020-08-04;2021-08-05;14087;0
18583;101;2020-10-02;2021-10-03;43585;0
18584;305;2020-11-02;2021-11-03;21475;0
18585;101;2020-09-14;2021-09-15;33920;7187
18586;306;2020-08-20;2021-08-21;31445;0
18587;305;2020-07-08;2021-07-09;10274;0
18588;101;2020-04-07;2021-04-08;25193;0
18589;308;2020-10-24;2021-10-25;10012;0
18590;307;2020-11-08;2021-11-09;18934;0
18591;102;2020-07-14;2021-07-15;41642;0
18592;301;2020-01-18;2021-01-18;43865;0
18593;102;2020-02-23;2021-02-23;36482;0
18594;307;2020-01-10;2021-01-10;46365;0
18595;102;2020-11-30;2021-12-01;17756;0
18596;308;2020-01-07;2021-01-07;49531;0
18597;307;2020-12-31;2022-01-01;23548;0
18598;306;2020-08-08;2021-08-09;23251;0
18599;101;2020-09-22;2021-09-23;41848;0
18600;305;2020-09-06;2021-09-07;17675;0
18601;301;2020-08-10;2021-08-11;39243;0
18602;102;2020-02-11;2021-02-11;39670;0
18603;307;2020-01-01;2021-01-01;18413;0
18604;301;2020-09-26;2021-09-27;11623;0
18605;102;2020-12-08;2021-12-09;34866;0
18606;301;2020-10-11;2021-10-12;13637;6314
18607;307;2020-03-22;2021-03-23;42409;0
18608;102;2020-04-23;2021-04-24;27381;0
18609;307;2020-11-01;2021-11-02;36423;30422
18610;305;2020-03-21;2021-03-22;32255;0
18611;305;2020-07-08;2021-07-09;39889;0
18612;306;2020-02-23;2021-02-23;42265;0
18613;308;2020-04-27;2021-04-28;25374;0
18614;307;2020-03-21;2021-03-22;42366;25046
18615;306;2020-01-25;2021-01-25;25055;0
18616;306;2020-07-02;2021-07-03;32020;0
18617;307;2020-02-09;2021-02-09;22927;0
18618;306;2020-08-02;2021-08-03;25284;0
18619;101;2020-05-04;2021-05-05;15428;0
18620;101;2020-02-10;2021-02-10;35392;0
18621;307;2020-01-30;2021-01-30;12231;0
18622;301;2020-11-11;2021-11-12;13714;0
18623;306;2020-12-26;2021-12-27;25313;0
18624;308;2020-10-24;2021-10-25;41018;0
18625;307;2020-10-26;2021-10-27;45648;0
18626;306;2020-09-01;2021-09-02;43758;0
18627;301;2020-03-17;2021-03-18;13270;0
18628;306;2020-12-03;2021-12-04;29875;0
18629;301;2020-06-22;2021-06-23;18778;0
18630;102;2020-12-19;2021-12-20;17158;0
18631;308;2020-11-03;2021-11-04;31275;0
18632;306;2020-08-30;2021-08-31;14409;0
18633;301;2020-12-10;2021-12-11;42511;5986
18634;308;2020-12-01;2021-12-02;23466;0
18635;306;2020-11-11;2021-11-12;20443;0
18636;101;2020-02-19;2021-02-19;22045;0
18637;306;2020-07-18;2021-07-19;19642;0
18638;102;2020-11-14;2021-11-15;39998;0
18639;102;2020-02-29;2021-03-01;34855;0
18640;305;2020-01-23;2021-01-23;41264;0
18641;306;2020-10-18;2021-10-19;31141;0
18642;306;2020-09-15;2021-09-16;17010;0
18643;102;2020-04-02;2021-04-03;44042;0
18644;307;2020-05-11;2021-05-12;12629;0
18645;301;2020-02-01;2021-02-01;48995;0
18646;101;2020-12-25;2021-12-26;42406;625
18647;307;2020-04-22;2021-04-23;19462;0
18648;308;2020-02-07;2021-02-07;36912;0
18649;102;2020-09-21;2021-09-22;19560;12306
18650;308;2020-05-11;2021-05-12;11147;0
18651;308;2020-12-30;2021-12-31;16763;0
18652;102;2020-08-29;2021-08-30;47040;0
18653;308;2020-01-13;2021-01-13;34617;0
18654;101;2020-09-19;2021-09-20;18629;0
18655;101;2020-11-20;2021-11-21;29989;0
18656;307;2020-04-13;2021-04-14;28323;0
18657;102;2020-06-06;2021-06-07;21482;18500
18658;305;2020-10-23;2021-10-24;41919;0
18659;305;2020-03-23;2021-03-24;37970;0
18660;308;2020-05-05;2021-05-06;25927;1911
18661;306;2020-12-22;2021-12-23;12698;0
18662;301;2020-05-06;2021-05-07;48461;0
18663;307;2020-12-31;2022-01-01;44606;0
18664;101;2020-09-14;2021-09-15;16497;0
18665;307;2020-09-26;2021-09-27;21945;0
18666;306;2020-12-24;2021-12-25;34808;0
18667;301;2020-05-26;2021-05-27;28494;0
18668;306;2020-06-16;2021-06-17;16878;0
18669;305;2020-12-27;2021-12-28;12319;0
18670;305;2020-12-19;2021-12-20;35314;0
18671;305;2020-12-17;2021-12-18;23522;0
18672;306;2020-04-21;2021-04-22;31582;0
18673;305;2020-03-12;2021-03-13;32114;0
18674;102;2020-12-29;2021-12-30;22123;0
18675;306;2020-05-06;2021-05-07;31483;0
18676;306;2020-03-13;2021-03-14;40715;0
18677;305;2020-06-10;2021-06-11;23727;9610
18678;305;2020-06-07;2021-06-08;39747;15045
18679;308;2020-02-11;2021-02-11;49474;0
18680;307;2020-05-30;2021-05-31;31205;0
18681;102;2020-01-23;2021-01-23;38219;0
18682;308;2020-09-12;2021-09-13;39166;0
18683;101;2020-08-15;2021-08-16;28377;0
18684;306;2020-08-03;2021-08-04;18188;0
18685;101;2020-01-11;2021-01-11;22554;13435
18686;305;2020-12-01;2021-12-02;44708;14257
18687;307;2020-11-29;2021-11-30;19291;0
18688;101;2020-05-27;2021-05-28;49043;0
18689;305;2020-08-09;2021-08-10;16965;0
18690;102;2020-03-20;2021-03-21;42616;20565
18691;308;2020-08-15;2021-08-16;12151;0
18692;301;2020-06-04;2021-06-05;18647;0
18693;301;2020-08-06;2021-08-07;48792;0
18694;101;2020-09-25;2021-09-26;16377;0
18695;305;2020-05-15;2021-05-16;32378;0
18696;102;2020-02-04;2021-02-04;12325;0
18697;308;2020-02-11;2021-02-11;27468;0
18698;101;2020-10-20;2021-10-21;11846;0
18699;102;2020-11-03;2021-11-04;21690;0
18700;301;2020-10-31;2021-11-01;48739;0
18701;305;2020-11-28;2021-11-29;38130;15644
18702;306;2020-03-20;2021-03-21;47673;0
18703;305;2020-12-01;2021-12-02;30151;8185
18704;308;2020-06-22;2021-06-23;12262;11661
18705;101;2020-12-03;2021-12-04;38666;0
18706;301;2020-04-26;2021-04-27;37626;0
18707;301;2020-12-05;2021-12-06;28555;0
18708;305;2020-01-30;2021-01-30;21846;0
18709;101;2020-11-12;2021-11-13;30409;0
18710;305;2020-07-31;2021-08-01;28543;0
18711;305;2020-11-04;2021-11-05;27200;0
18712;102;2020-10-25;2021-10-26;11652;0
18713;301;2020-11-04;2021-11-05;25391;0
18714;301;2020-07-06;2021-07-07;19556;2552
18715;306;2020-07-28;2021-07-29;15145;0
18716;306;2020-07-02;2021-07-03;21024;0
18717;308;2020-11-19;2021-11-20;13708;0
18718;306;2020-09-02;2021-09-03;42819;21813
18719;307;2020-03-17;2021-03-18;41771;16205
18720;102;2020-05-21;2021-05-22;24360;0
18721;101;2020-01-28;2021-01-28;10270;0
18722;301;2020-08-03;2021-08-04;47013;0
18723;308;2020-12-27;2021-12-28;22586;0
18724;306;2020-05-29;2021-05-30;15661;9675
18725;301;2020-04-09;2021-04-10;31480;0
18726;305;2020-09-28;2021-09-29;23089;0
18727;101;2020-11-16;2021-11-17;39551;0
18728;301;2020-03-30;2021-03-31;25038;20304
18729;307;2020-12-01;2021-12-02;49024;0
18730;306;2020-10-05;2021-10-06;24224;0
18731;306;2020-01-17;2021-01-17;40549;0
18732;305;2020-07-20;2021-07-21;28428;0
18733;102;2020-02-10;2021-02-10;46161;0
18734;308;2020-11-28;2021-11-29;12382;0
18735;308;2020-10-12;2021-10-13;12686;7824
18736;101;2020-11-13;2021-11-14;33267;2485
18737;308;2020-02-18;2021-02-18;23922;0
18738;306;2020-07-21;2021-07-22;11167;0
18739;101;2020-12-20;2021-12-21;13684;0
18740;101;2020-09-17;2021-09-18;29471;0
18741;301;2020-09-24;2021-09-25;16441;0
18742;305;2020-05-17;2021-05-18;41997;0
18743;305;2020-03-08;2021-03-09;35745;0
18744;301;2020-11-13;2021-11-14;38025;0
18745;102;2020-05-27;2021-05-28;29989;14250
18746;306;2020-07-30;2021-07-31;26608;0
18747;101;2020-07-06;2021-07-07;48027;0
18748;307;2020-03-04;2021-03-05;42268;0
18749;101;2020-11-03;2021-11-04;22666;0
18750;308;2020-07-25;2021-07-26;28102;0
18751;305;2020-05-18;2021-05-19;23919;0
18752;305;2020-01-15;2021-01-15;42593;0
18753;101;2020-09-11;2021-09-12;42242;0
